user_id,user_paid,Year,Month,user_registered,onboarded,subscription_type,completed_date,onboarding_country,onboarding_heard_from_label,onboarding_goals_label,onboarding_learn_label
462370,1,2023,1,23-Jan,onboarded,monthly,23-Jan,India,instagram,Other,Specialized advanced topics
462426,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
462441,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to earn a higher salary.,Business analysis
462449,1,2023,1,23-Jan,onboarded,annual,23-Jan,Spain,other,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
462467,1,2023,1,23-Jan,onboarded,annual,23-May,Egypt,facebook,I want to join an industry-leading company.,Machine and deep learning
462473,1,2023,1,23-Jan,onboarded,annual,23-Jan,Poland,youtube,NULL,Introduction to the world of data and data science
462474,1,2023,1,23-Jan,onboarded,monthly,23-Jan,South Africa,youtube,I want to become a data scientist.,Data analysis and data visualization
462484,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
462488,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United Kingdom,facebook,I want to join an industry-leading company.,Machine and deep learning
462489,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,multiple_sources,NULL,Introduction to the world of data and data science
462514,1,2023,1,23-Jan,onboarded,annual,23-Jan,South Africa,google,I want to earn a higher salary.,Business analysis
462541,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to join an industry-leading company.,Machine and deep learning
462585,1,2023,1,23-Jan,onboarded,monthly,23-Jan,India,youtube,I want to join an industry-leading company.,Machine and deep learning
462624,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
462643,1,2023,1,23-Jan,onboarded,annual,23-Jan,Egypt,friend,I want to improve my data skills.,Introduction to the world of data and data science
462667,1,2023,1,23-Jan,onboarded,annual,23-Jan,Estonia,youtube,I want to become a data scientist.,Data analysis and data visualization
462670,1,2023,1,23-Jan,not-onboarded,quarterly,NULL,NULL,multiple_sources,NULL,NULL
462672,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
462697,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
462703,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United Kingdom,youtube,NULL,Introduction to the world of data and data science
462720,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Jamaica,youtube,I want to become a data scientist.,Data analysis and data visualization
462746,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
462769,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
462823,1,2023,1,23-Jan,onboarded,annual,23-Jan,South Africa,linkedin,I want to join an industry-leading company.,Machine and deep learning
462826,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Armenia,youtube,Other,Specialized advanced topics
462852,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Botswana,youtube,I want to join an industry-leading company.,Machine and deep learning
462855,1,2023,1,23-Jan,onboarded,annual,23-Jan,United Kingdom,youtube,I want to become a data scientist.,Data analysis and data visualization
462884,1,2023,1,23-Jan,onboarded,annual,23-Jan,Kenya,friend,NULL,Introduction to the world of data and data science
462890,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
462919,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to improve my data skills.,Introduction to the world of data and data science
462925,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
462928,1,2023,1,23-Jan,onboarded,annual,23-Jan,Poland,youtube,I want to become a data scientist.,Data analysis and data visualization
462930,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to improve my data skills.,Introduction to the world of data and data science
462967,1,2023,1,23-Jan,onboarded,annual,23-Jan,Italy,twitter,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
462971,1,2023,1,23-Jan,onboarded,annual,23-Jan,Vietnam,youtube,I want to become a data scientist.,Data analysis and data visualization
463006,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
463014,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,other,NULL,Introduction to the world of data and data science
463084,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463110,1,2023,1,23-Jan,onboarded,monthly,23-Jan,India,youtube,I want to become a data scientist.,Data analysis and data visualization
463116,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Brazil,google,I want to become a data scientist.,Data analysis and data visualization
463172,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,friend,I want to earn a higher salary.,Business analysis
463183,1,2023,1,23-Jan,onboarded,annual,23-Jan,"Eswatini (fmr. Swaziland"")""",friend,NULL,Introduction to the world of data and data science
463200,1,2023,1,23-Jan,onboarded,monthly,23-Jan,India,google,I want to join an industry-leading company.,Machine and deep learning
463224,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463226,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463227,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463254,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463277,1,2023,1,23-Jan,onboarded,quarterly,23-Jan,United States of America,youtube,NULL,Introduction to the world of data and data science
463289,1,2023,1,23-Jan,onboarded,annual,23-Jan,Germany,linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463339,1,2023,1,23-Jan,onboarded,annual,23-Feb,Belarus,youtube,I want to improve my data skills.,Introduction to the world of data and data science
463347,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463385,1,2023,1,23-Jan,onboarded,annual,23-Jan,Germany,youtube,I want to earn a higher salary.,Business analysis
463411,1,2023,1,23-Jan,onboarded,annual,23-Jan,Malaysia,google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463421,1,2023,1,23-Jan,onboarded,annual,23-Jan,France,youtube,I want to earn a higher salary.,Business analysis
463432,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United States of America,google,I want to join an industry-leading company.,Machine and deep learning
463477,1,2023,1,23-Jan,onboarded,annual,23-Jan,Germany,youtube,Other,Specialized advanced topics
463507,1,2023,1,23-Jan,onboarded,NULL,23-Jan,United States of America,youtube,NULL,Introduction to the world of data and data science
463513,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463550,1,2023,1,23-Jan,onboarded,annual,23-Jan,Malaysia,youtube,I want to become a data scientist.,Data analysis and data visualization
463570,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
463620,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
463640,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
463693,1,2023,1,23-Jan,onboarded,annual,23-Jan,Austria,google,NULL,Introduction to the world of data and data science
463704,1,2023,1,23-Jan,onboarded,NULL,23-Jan,United States of America,youtube,NULL,Introduction to the world of data and data science
463722,1,2023,1,23-Jan,onboarded,annual,23-Jan,Canada,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463728,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463745,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
463779,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United States of America,google,I want to improve my data skills.,Introduction to the world of data and data science
463827,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
463832,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Egypt,friend,NULL,Introduction to the world of data and data science
463857,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
463863,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
463897,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Saudi Arabia,linkedin,I want to earn a higher salary.,Business analysis
463917,1,2023,1,23-Jan,onboarded,annual,23-Jan,Italy,facebook,I want to become a data scientist.,Data analysis and data visualization
463935,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
463966,1,2023,1,23-Jan,onboarded,NULL,23-Jan,Colombia,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
463972,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Colombia,linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
464027,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
464037,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
464079,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Egypt,friend,I want to join an industry-leading company.,Machine and deep learning
464103,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Nigeria,youtube,NULL,Introduction to the world of data and data science
464203,1,2023,1,23-Jan,onboarded,annual,23-Jan,Egypt,linkedin,I want to improve my data skills.,Introduction to the world of data and data science
464241,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
464290,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464327,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Ireland,youtube,I want to join an industry-leading company.,Machine and deep learning
464385,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Spain,facebook,I want to become a data scientist.,Data analysis and data visualization
464439,1,2023,1,23-Jan,onboarded,NULL,23-Jan,United States of America,other,I want to earn a higher salary.,Business analysis
464451,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
464480,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
464483,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
464501,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464502,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464521,1,2023,1,23-Jan,onboarded,monthly,23-Jan,India,friend,I want to improve my data skills.,Introduction to the world of data and data science
464574,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Iran,linkedin,I want to earn a higher salary.,Business analysis
464591,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,youtube,NULL,Introduction to the world of data and data science
464638,1,2023,1,23-Jan,onboarded,monthly,23-Jan,India,youtube,I want to join an industry-leading company.,Machine and deep learning
464651,1,2023,1,23-Jan,onboarded,monthly,23-Mar,Bulgaria,friend,NULL,Introduction to the world of data and data science
464652,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,google,NULL,Introduction to the world of data and data science
464658,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
464665,1,2023,1,23-Jan,onboarded,NULL,23-Jan,India,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
464668,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464686,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,youtube,NULL,NULL
464705,1,2023,1,23-Jan,onboarded,annual,23-Jan,Guatemala,instagram,I want to earn a higher salary.,Business analysis
464722,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,friend,I want to join an industry-leading company.,Machine and deep learning
464724,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,youtube,NULL,NULL
464747,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
464748,1,2023,1,23-Jan,onboarded,annual,23-Jan,Mongolia,google,I want to earn a higher salary.,Business analysis
464912,1,2023,1,23-Jan,onboarded,annual,23-Jan,Honduras,other,NULL,Introduction to the world of data and data science
464935,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,other,I want to become a data scientist.,Data analysis and data visualization
464947,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
464977,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465013,1,2023,1,23-Jan,onboarded,annual,23-Jan,Greece,other,NULL,Introduction to the world of data and data science
465040,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465074,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Germany,youtube,NULL,Introduction to the world of data and data science
465077,1,2023,1,23-Jan,onboarded,annual,23-Jan,Indonesia,youtube,NULL,Introduction to the world of data and data science
465094,1,2023,1,23-Jan,onboarded,annual,23-Jan,Portugal,youtube,I want to become a data scientist.,Data analysis and data visualization
465102,1,2023,1,23-Jan,onboarded,annual,23-Jan,Ukraine,instagram,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465104,1,2023,1,23-Jan,onboarded,annual,23-Jan,Netherlands,instagram,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465169,1,2023,1,23-Jan,onboarded,annual,23-Jan,Vietnam,multiple_sources,I want to earn a higher salary.,Business analysis
465191,1,2023,1,23-Jan,not-onboarded,monthly,NULL,Iran,friend,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465197,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
465225,0,2023,1,23-Jan,not-onboarded,NULL,NULL,Finland,linkedin,NULL,NULL
465234,1,2023,1,23-Jan,onboarded,annual,23-Jan,Serbia,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465283,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Nigeria,friend,I want to become a data scientist.,Data analysis and data visualization
465285,1,2023,1,23-Jan,onboarded,annual,23-Jan,Germany,friend,I want to become a data scientist.,Data analysis and data visualization
465295,0,2023,1,23-Jan,onboarded,NULL,23-Jan,United States of America,youtube,I want to improve my data skills.,Introduction to the world of data and data science
465312,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,google,NULL,NULL
465335,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United States of America,youtube,I want to join an industry-leading company.,Machine and deep learning
465337,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465355,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
465382,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465390,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
465421,1,2023,1,23-Jan,onboarded,annual,23-Jan,Egypt,youtube,I want to earn a higher salary.,Business analysis
465456,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
465461,1,2023,1,23-Jan,onboarded,annual,23-Jan,Jamaica,multiple_sources,NULL,Introduction to the world of data and data science
465499,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465517,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465520,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465530,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
465532,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,NULL,Introduction to the world of data and data science
465554,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Brazil,youtube,I want to improve my data skills.,Introduction to the world of data and data science
465581,1,2023,1,23-Jan,onboarded,monthly,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
465609,1,2023,1,23-Jan,onboarded,annual,23-Jan,Spain,friend,NULL,Introduction to the world of data and data science
465628,1,2023,1,23-Jan,onboarded,annual,23-Jan,Spain,facebook,Other,Specialized advanced topics
465641,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465663,1,2023,1,23-Jan,onboarded,annual,23-Jan,Denmark,facebook,I want to join an industry-leading company.,Machine and deep learning
465719,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465721,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
465730,1,2023,1,23-Jan,onboarded,annual,23-Jan,Egypt,facebook,I want to become a data scientist.,Data analysis and data visualization
465740,1,2023,1,23-Jan,onboarded,annual,23-Jan,Saudi Arabia,google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465748,1,2023,1,23-Jan,onboarded,annual,23-Jan,Nigeria,friend,I want to earn a higher salary.,Business analysis
465756,1,2023,1,23-Jan,onboarded,annual,23-Jan,Italy,google,NULL,Introduction to the world of data and data science
465781,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
465804,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465807,1,2023,1,23-Jan,onboarded,annual,23-Jan,Sudan,friend,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465840,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Germany,instagram,NULL,Introduction to the world of data and data science
465848,1,2023,1,23-Jan,onboarded,annual,23-Jan,United Arab Emirates,linkedin,NULL,Introduction to the world of data and data science
465867,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Turkmenistan,linkedin,I want to become a data scientist.,Data analysis and data visualization
465874,1,2023,1,23-Jan,onboarded,annual,23-Jan,Brazil,youtube,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
465929,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
465966,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
465994,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,google,I want to become a data scientist.,Data analysis and data visualization
465998,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to join an industry-leading company.,Machine and deep learning
466030,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,friend,I want to become a data scientist.,Data analysis and data visualization
466043,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,multiple_sources,I want to become a data scientist.,Data analysis and data visualization
466071,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Canada,youtube,I want to earn a higher salary.,Business analysis
466109,1,2023,1,23-Jan,onboarded,annual,23-Jan,Kenya,google,I want to become a data scientist.,Data analysis and data visualization
466111,1,2023,1,23-Jan,onboarded,monthly,23-Jan,India,google,I want to join an industry-leading company.,Machine and deep learning
466117,1,2023,1,23-Jan,onboarded,monthly,23-Feb,Kenya,linkedin,NULL,Introduction to the world of data and data science
466119,1,2023,1,23-Jan,onboarded,annual,23-Jan,New Zealand,youtube,I want to become a data scientist.,Data analysis and data visualization
466154,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,instagram,NULL,Introduction to the world of data and data science
466159,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
466168,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,facebook,NULL,Introduction to the world of data and data science
466193,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466212,1,2023,1,23-Jan,onboarded,annual,23-Jan,Bahamas,other,I want to join an industry-leading company.,Machine and deep learning
466215,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Bangladesh,youtube,I want to become a data scientist.,Data analysis and data visualization
466220,1,2023,1,23-Jan,not-onboarded,monthly,NULL,NULL,multiple_sources,NULL,NULL
466225,1,2023,1,23-Jan,onboarded,annual,23-Jan,Australia,other,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466226,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466229,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466230,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,google,NULL,Introduction to the world of data and data science
466232,1,2023,1,23-Jan,onboarded,annual,23-Jan,Tunisia,facebook,I want to improve my data skills.,Introduction to the world of data and data science
466233,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,google,I want to join an industry-leading company.,Machine and deep learning
466237,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,friend,NULL,Introduction to the world of data and data science
466244,1,2023,1,23-Jan,onboarded,annual,23-Jan,Germany,linkedin,NULL,Introduction to the world of data and data science
466257,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466258,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,google,I want to join an industry-leading company.,Machine and deep learning
466266,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,linkedin,I want to earn a higher salary.,Business analysis
466268,1,2023,1,23-Jan,onboarded,annual,23-Jan,Australia,linkedin,NULL,Introduction to the world of data and data science
466273,1,2023,1,23-Jan,onboarded,annual,23-Jan,Colombia,google,NULL,Introduction to the world of data and data science
466277,1,2023,1,23-Jan,onboarded,annual,23-Jan,Australia,linkedin,NULL,Introduction to the world of data and data science
466279,0,2023,1,23-Jan,not-onboarded,NULL,NULL,NULL,multiple_sources,NULL,NULL
466282,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,linkedin,I want to become a data scientist.,Data analysis and data visualization
466305,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466309,1,2023,1,23-Jan,onboarded,annual,23-Jan,Australia,linkedin,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466326,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466333,1,2023,1,23-Jan,onboarded,annual,23-Jan,Myanmar,instagram,I want to join an industry-leading company.,Machine and deep learning
466348,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,linkedin,NULL,NULL
466373,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466381,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,other,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466385,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,youtube,I want to improve my data skills.,Introduction to the world of data and data science
466388,1,2023,1,23-Jan,onboarded,annual,23-Feb,Vietnam,youtube,Other,Specialized advanced topics
466391,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,NULL,Introduction to the world of data and data science
466393,1,2023,1,23-Jan,onboarded,annual,23-Jan,United Kingdom,linkedin,NULL,Introduction to the world of data and data science
466394,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466399,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466405,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,instagram,I want to become a data scientist.,Data analysis and data visualization
466416,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to earn a higher salary.,Business analysis
466418,1,2023,1,23-Jan,onboarded,annual,23-Jan,United Kingdom,youtube,NULL,Introduction to the world of data and data science
466427,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,linkedin,I want to become a data scientist.,Data analysis and data visualization
466431,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466444,1,2023,1,23-Jan,onboarded,annual,23-Jan,Egypt,linkedin,I want to join an industry-leading company.,Machine and deep learning
466453,1,2023,1,23-Jan,onboarded,annual,23-Jan,Brazil,google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466456,1,2023,1,23-Jan,onboarded,annual,23-Jan,France,linkedin,I want to join an industry-leading company.,Machine and deep learning
466464,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466468,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466492,1,2023,1,23-Jan,onboarded,annual,23-Jan,Canada,youtube,I want to become a data scientist.,Data analysis and data visualization
466496,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466499,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466502,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466505,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,google,I want to join an industry-leading company.,Machine and deep learning
466507,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,linkedin,I want to become a data scientist.,Data analysis and data visualization
466508,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,linkedin,NULL,Introduction to the world of data and data science
466514,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,linkedin,NULL,Introduction to the world of data and data science
466515,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to improve my data skills.,Introduction to the world of data and data science
466516,1,2023,1,23-Jan,onboarded,annual,23-Jan,Uzbekistan,google,NULL,Introduction to the world of data and data science
466517,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,linkedin,NULL,Introduction to the world of data and data science
466519,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Australia,friend,Other,Specialized advanced topics
466525,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,other,NULL,Introduction to the world of data and data science
466527,1,2023,1,23-Jan,onboarded,annual,23-Jan,Singapore,linkedin,NULL,Introduction to the world of data and data science
466529,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466537,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,google,I want to transition into data science from an unrelated field.,"Programming skills (Python, R, SQL)"
466544,1,2023,1,23-Jan,onboarded,annual,23-Jan,United States of America,youtube,I want to become a data scientist.,Data analysis and data visualization
466560,1,2023,1,23-Jan,not-onboarded,monthly,NULL,India,google,NULL,NULL
466577,1,2023,1,23-Jan,onboarded,monthly,23-Jan,Israel,youtube,I want to become a data scientist.,Data analysis and data visualization
466591,1,2023,1,23-Jan,onboarded,quarterly,23-Jan,Poland,friend,I want to join an industry-leading company.,Machine and deep learning
466593,1,2023,1,23-Jan,onboarded,annual,23-Jan,Canada,facebook,NULL,Introduction to the world of data and data science
466596,1,2023,1,23-Jan,not-onboarded,annual,NULL,Vietnam,youtube,NULL,NULL
466600,1,2023,1,23-Jan,onboarded,annual,23-Jan,Serbia,google,NULL,Introduction to the world of data and data science
466603,1,2023,1,23-Jan,not-onboarded,annual,NULL,NULL,multiple_sources,NULL,NULL
466606,1,2023,1,23-Jan,onboarded,annual,23-Jan,India,youtube,I want to improve my data skills.,Introduction to the world of data and data science
466612,1,2023,1,23-Jan,onboarded,annual,23-Jan,Saudi Arabia,linkedin,I want to become a data scientist.,Data analysis and data visualization
